Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
SPXC,SPX CORP,Equity,0.1412,24.84,1689579,"$41,969,142",41969142.36,Health Care,2787185,US7846351044,New York Stock Exchange Inc.
SSP,E.W. SCRIPPS CO. CL A,Equity,0.1624,21.02,2295728,"$48,256,203",48256202.56,Health Care,2862532,US8110544025,New York Stock Exchange Inc.
SSTK,SHUTTERSTOCK INC,Equity,0.1423,54.79,771606,"$42,276,293",42276292.74,Health Care,B7ZR219,US8256901005,New York Stock Exchange Inc.
STC,STEWART INFORMATION SERVICES CORP.,Equity,0.1429,45.01,943309,"$42,458,338",42458338.09,Health Care,2848736,US8603721015,New York Stock Exchange Inc.
SVU,SUPERVALU INC,Equity,0.1418,3.92,10750597,"$42,142,340",42142340.24,Health Care,2863610,US8685361037,New York Stock Exchange Inc.
SXI,STANDEX INTERNATIONAL CORP.,Equity,0.1661,95.45,517237,"$49,370,272",49370271.65,Health Care,2840174,US8542311076,New York Stock Exchange Inc.
SYKE,SYKES ENTERPRISES INC.,Equity,0.1549,28.72,1603283,"$46,046,288",46046287.76,Health Care,2860536,US8712371033,NASDAQ
TBI,TRUEBLUE INC.,Equity,0.1491,25.9,1711316,"$44,323,084",44323084.4,Health Care,2519849,US89785X1019,New York Stock Exchange Inc.
TILE,INTERFACE INC.,Equity,0.1559,17.75,2610120,"$46,329,630",46329630,Health Care,B86V808,US4586653044,NASDAQ
TISI,TEAM INC,Equity,0.14,34.75,1197259,"$41,604,750",41604750.25,Health Care,2879123,US8781551002,New York Stock Exchange Inc.
TLRD,TAILORED BRANDS INC,Equity,0.1491,22.65,1956517,"$44,315,110",44315110.05,Health Care,BZ8FLW0,US87403A1079,New York Stock Exchange Inc.
TMP,TOMPKINS FINANCIAL CORP,Equity,0.1494,89.34,497093,"$44,410,289",44410288.62,Health Care,2888613,US8901101092,Nyse Mkt Llc
TNC,TENNANT CO.,Equity,0.1705,71.35,710250,"$50,676,338",50676337.5,Health Care,2883641,US8803451033,New York Stock Exchange Inc.
UEIC,UNIVERSAL ELECTRONICS INC.,Equity,0.1427,72.65,583793,"$42,412,561",42412561.45,Health Care,2911683,US9134831034,NASDAQ
VECO,VEECO INSTRUMENTS INC.,Equity,0.1502,27.55,1620699,"$44,650,257",44650257.45,Health Care,2938422,US9224171002,NASDAQ
VREX,VAREX IMAGING CORP,Equity,0.1664,32.68,1513702,"$49,467,781",49467781.36,Health Care,BDQYWV1,US92214X1063,NASDAQ
WD,WALKER & DUNLOP INC.,Equity,0.1507,40.02,1118870,"$44,777,177",44777177.4,Health Care,B4TZV44,US93148P1021,New York Stock Exchange Inc.
XXIA,IXIA,Equity,0.1659,19.5,2528371,"$49,303,235",49303234.5,Health Care,2654245,US45071R1095,NASDAQ
AEGN,AEGION CORP,Equity,0.1052,22.49,1389962,"$31,260,245",31260245.38,Industrials,B764L34,US00770F1049,NASDAQ
ALG,ALAMO GROUP INC.,Equity,0.0985,77.17,379415,"$29,279,456",29279455.55,Industrials,2021634,US0113111076,New York Stock Exchange Inc.
AMAG,AMAG PHARMACEUTICALS INC.,Equity,0.113,24.15,1390505,"$33,580,696",33580695.75,Industrials,2008121,US00163U1060,NASDAQ
ANF,ABERCROMBIE & FITCH CO. CL A,Equity,0.1131,12.2,2754246,"$33,601,801",33601801.2,Industrials,2004185,US0028962076,New York Stock Exchange Inc.
ANIK,ANIKA THERAPEUTICS INC.,Equity,0.0971,48.98,589202,"$28,859,114",28859113.96,Industrials,2035754,US0352551081,NASDAQ
ARCB,ARCBEST CORP,Equity,0.1002,31,960438,"$29,773,578",29773578,Industrials,BLTFST7,US03937C1053,NASDAQ
ASIX,ADVANSIX INC,Equity,0.121,29.23,1230240,"$35,959,915",35959915.2,Industrials,BYMMZL7,US00773T1016,New York Stock Exchange Inc.
ASNA,ASCENA RETAIL GROUP INC.,Equity,0.1177,5.11,6846046,"$34,983,295",34983295.06,Industrials,B65D9Z3,US04351G1013,NASDAQ
ATNI,ATN INTERNATIONAL INC,Equity,0.1177,80.75,433272,"$34,986,714",34986714,Industrials,BDC84D3,US00215F1075,NASDAQ
ATW,ATWOOD OCEANICS INC.,Equity,0.0989,10,2939616,"$29,396,160",29396160,Industrials,2062440,US0500951084,New York Stock Exchange Inc.
BANC,BANC OF CALIFORNIA INC,Equity,0.1337,19.85,2001144,"$39,722,708",39722708.4,Industrials,BCD47X4,US05990K1060,New York Stock Exchange Inc.
BEAT,BIOTELEMETRY INC,Equity,0.094,24.95,1119991,"$27,943,775",27943775.45,Industrials,BCD7L64,US0906721065,NASDAQ
BFS,SAUL CENTERS INC.,Equity,0.1064,65.23,484638,"$31,612,937",31612936.74,Industrials,2777777,US8043951016,New York Stock Exchange Inc.
BGC,GENERAL CABLE CORP.,Equity,0.1091,16.3,1989556,"$32,429,763",32429762.8,Industrials,2369851,US3693001089,New York Stock Exchange Inc.
BGG,BRIGGS & STRATTON CORP.,Equity,0.1277,21.76,1744083,"$37,951,246",37951246.08,Industrials,2156581,US1090431099,New York Stock Exchange Inc.
BJRI,BJS RESTAURANTS INC.,Equity,0.0979,37.3,780123,"$29,098,588",29098587.9,Industrials,2200552,US09180C1062,NASDAQ
CBB,CINCINNATI BELL INC,Equity,0.1139,19.85,1704912,"$33,842,503",33842503.2,Industrials,BD5CWW7,US1718715022,New York Stock Exchange Inc.
CCC,CALGON CARBON CORP.,Equity,0.111,16.05,2055653,"$32,993,231",32993230.65,Industrials,2164368,US1296031065,New York Stock Exchange Inc.
CENX,CENTURY ALUMINUM CO.,Equity,0.1004,15.25,1956372,"$29,834,673",29834673,Industrials,2186254,US1564311082,NASDAQ
CEVA,CEVA INC.,Equity,0.1014,34.85,864300,"$30,120,855",30120855,Industrials,2986937,US1572101053,NASDAQ
CHCO,CITY HOLDING CO.,Equity,0.1356,66.08,610006,"$40,309,196",40309196.48,Industrials,2161778,US1778351056,NASDAQ
CIR,CIRCOR INTERNATIONAL INC.,Equity,0.1367,61.55,660048,"$40,625,954",40625954.4,Industrials,2496384,US17273K1097,New York Stock Exchange Inc.
CLW,CLEARWATER PAPER CORP.,Equity,0.1318,57.9,676534,"$39,171,319",39171318.6,Industrials,B3K9Z35,US18538R1032,New York Stock Exchange Inc.
CMO,CAPSTEAD MORTGAGE CORP.,Equity,0.1367,10.49,3873887,"$40,637,075",40637074.63,Industrials,2771984,US14067E5069,New York Stock Exchange Inc.
CPF,CENTRAL PACIFIC FINANCIAL CORP.,Equity,0.1344,32.04,1247089,"$39,956,732",39956731.56,Industrials,2230946,US1547604090,New York Stock Exchange Inc.
CPLA,CAPELLA EDUCATION CO.,Equity,0.1208,77.7,461912,"$35,890,562",35890562.4,Industrials,B0GWDP5,US1395941057,NASDAQ
CTRE,CARETRUST REIT INC,Equity,0.1345,15.34,2605428,"$39,967,266",39967265.52,Industrials,BMP8TL6,US14174T1079,NASDAQ
CTS,CTS CORP.,Equity,0.1042,23.3,1329711,"$30,982,266",30982266.3,Industrials,2239244,US1265011056,New York Stock Exchange Inc.
CUBI,CUSTOMERS BANCORP INC,Equity,0.1349,34.99,1146088,"$40,101,619",40101619.12,Industrials,B6XHXY4,US23204G1004,New York Stock Exchange Inc.
CVCO,CAVCO INDUSTRIES INC.,Equity,0.1312,114.5,340477,"$38,984,617",38984616.5,Industrials,2787022,US1495681074,NASDAQ
CVGW,CALAVO GROWERS INC.,Equity,0.1215,57.9,623393,"$36,094,455",36094454.7,Industrials,2859200,US1282461052,NASDAQ
CYH,COMMUNITY HEALTH SYSTEMS INC.,Equity,0.1063,6.9,4580212,"$31,603,463",31603462.8,Industrials,2600248,US2036681086,New York Stock Exchange Inc.
DEL,DELTIC TIMBER CORP.,Equity,0.1103,76.81,426860,"$32,787,117",32787116.6,Industrials,2267438,US2478501008,New York Stock Exchange Inc.
DEPO,DEPOMED INC.,Equity,0.1384,16.47,2497228,"$41,129,345",41129345.16,Industrials,2100179,US2499081048,NASDAQ
DIOD,DIODES INC.,Equity,0.1351,25.51,1574340,"$40,161,413",40161413.4,Industrials,2270500,US2545431015,NASDAQ
ELY,CALLAWAY GOLF CO.,Equity,0.1321,10.35,3794242,"$39,270,405",39270404.7,Industrials,2173933,US1311931042,New York Stock Exchange Inc.
ENSG,ENSIGN GROUP INC.,Equity,0.1179,18.11,1934035,"$35,025,374",35025373.85,Industrials,B1YWPP8,US29358P1012,NASDAQ
EPAY,BOTTOMLINE TECHNOLOGIES INC.,Equity,0.1277,25.55,1485278,"$37,948,853",37948852.9,Industrials,2389558,US1013881065,NASDAQ
ESND,ESSENDANT INC,Equity,0.1078,21.42,1495545,"$32,034,574",32034573.9,Industrials,BY4K7X5,US2966891028,NASDAQ
ETH,ETHAN ALLEN INTERIORS INC.,Equity,0.097,27.85,1035620,"$28,842,017",28842017,Industrials,2320825,US2976021046,New York Stock Exchange Inc.
EXPR,EXPRESS INC,Equity,0.122,11.38,3184913,"$36,244,310",36244309.94,Industrials,B464DZ9,US30219E1038,New York Stock Exchange Inc.
EXTN,EXTERRAN CORP,Equity,0.1363,32.23,1256697,"$40,503,344",40503344.31,Industrials,BYMC5T5,US30227H1068,New York Stock Exchange Inc.
FINL,FINISH LINE INC. CL A,Equity,0.0955,17.31,1639124,"$28,373,236",28373236.44,Industrials,2349819,US3179231002,NASDAQ
FOXF,FOX FACTORY HOLDING CORP,Equity,0.104,27,1144529,"$30,902,283",30902283,Industrials,BCRY5K3,US35138V1026,NASDAQ
FRAN,FRANCESCAS HOLDINGS CORP,Equity,0.093,18.03,1532438,"$27,629,857",27629857.14,Industrials,B4RM4H1,US3517931040,NASDAQ
FRGI,FIESTA RESTAURANT GROUP INC.,Equity,0.1028,28,1091264,"$30,555,392",30555392,Industrials,B7V5P52,US31660B1017,NASDAQ
FSS,FEDERAL SIGNAL CORP.,Equity,0.1251,15.28,2433160,"$37,178,685",37178684.8,Industrials,2333986,US3138551086,New York Stock Exchange Inc.
GES,GUESS? INC.,Equity,0.1101,13.02,2513294,"$32,723,088",32723087.88,Industrials,2387109,US4016171054,New York Stock Exchange Inc.
GFF,GRIFFON CORP.,Equity,0.1026,25.25,1207742,"$30,495,486",30495485.5,Industrials,2463344,US3984331021,New York Stock Exchange Inc.
GHL,GREENHILL & CO.,Equity,0.111,29.9,1103596,"$32,997,520",32997520.4,Industrials,B00G8B4,US3952591044,New York Stock Exchange Inc.
GOV,GOVERNMENT PROPERTIES INCOME TRUST,Equity,0.1126,19.57,1710651,"$33,477,440",33477440.07,Industrials,B4ZG8D9,US38376A1034,NASDAQ
GPRE,GREEN PLAINS INC,Equity,0.1161,23.8,1449971,"$34,509,310",34509309.8,Industrials,B11FJD6,US3932221043,NASDAQ
GTY,GETTY REALTY CORP.,Equity,0.0944,25.97,1080719,"$28,066,272",28066272.43,Industrials,2698146,US3742971092,New York Stock Exchange Inc.
HLX,HELIX ENERGY SOLUTIONS GROUP INC.,Equity,0.1325,7.41,5314244,"$39,378,548",39378548.04,Industrials,2037062,US42330P1075,New York Stock Exchange Inc.
HTLD,HEARTLAND EXPRESS INC.,Equity,0.1189,20.53,1721543,"$35,343,278",35343277.79,Industrials,2414018,US4223471040,NASDAQ
IBP,INSTALLED BUILDING PRODUCTS INC,Equity,0.1113,41.4,799055,"$33,080,877",33080877,Industrials,BJSP4C9,US45780R1014,New York Stock Exchange Inc.
INVA,INNOVIVA INC,Equity,0.1267,12.04,3127512,"$37,655,244",37655244.48,Industrials,BDDXF67,US45781M1018,NASDAQ
IPCC,INFINITY PROPERTY & CASUALTY CORP.,Equity,0.1346,89,449420,"$39,998,380",39998380,Industrials,2313739,US45665Q1031,NASDAQ
IPHS,INNOPHOS HOLDINGS INC,Equity,0.1313,49.67,785452,"$39,013,401",39013400.84,Industrials,B1GHPN9,US45774N1081,NASDAQ
IRDM,IRIDIUM COMMUNICATIONS INC.,Equity,0.1035,9.4,3272409,"$30,760,645",30760644.6,Industrials,B2QH310,US46269C1027,NASDAQ
ITGR,INTEGER HOLDINGS CORP,Equity,0.1326,35.55,1108304,"$39,400,207",39400207.2,Industrials,BD06LM7,US45826H1095,New York Stock Exchange Inc.
KOP,KOPPERS HOLDINGS INC.,Equity,0.1204,42.85,835299,"$35,792,562",35792562.15,Industrials,B0X46B1,US50060P1066,New York Stock Exchange Inc.
KRA,KRATON CORP,Equity,0.1138,26.95,1255289,"$33,830,039",33830038.55,Industrials,B547X79,US50077C1062,New York Stock Exchange Inc.
LABL,MULTI-COLOR CORP.,Equity,0.1291,71.55,536079,"$38,356,452",38356452.45,Industrials,2609858,US6253831043,NASDAQ
LHCG,LHC GROUP,Equity,0.0987,48.3,607442,"$29,339,449",29339448.6,Industrials,B06DT50,US50187A1079,NASDAQ
LKSD,LSC COMMUNICATIONS INC,Equity,0.0982,26.88,1085219,"$29,170,687",29170686.72,Industrials,BYND5V9,US50218P1075,New York Stock Exchange Inc.
LMNX,LUMINEX CORP,Equity,0.0997,18.25,1623157,"$29,622,615",29622615.25,Industrials,2572109,US55027E1029,NASDAQ
LNN,LINDSAY CORP.,Equity,0.1132,78.42,429084,"$33,648,767",33648767.28,Industrials,2516613,US5355551061,New York Stock Exchange Inc.
MDXG,MIMEDX GROUP INC,Equity,0.1142,8.29,4094951,"$33,947,144",33947143.79,Industrials,B1Z3TW5,US6024961012,NASDAQ
MTRN,MATERION CORP.,Equity,0.0971,35.85,804926,"$28,856,597",28856597.1,Industrials,2149622,US5766901012,New York Stock Exchange Inc.
MTSC,MTS SYSTEMS CORP.,Equity,0.1283,56.15,679178,"$38,135,845",38135844.7,Industrials,2608985,US5537771033,NASDAQ
NANO,NANOMETRICS INC.,Equity,0.0925,27.18,1011572,"$27,494,527",27494526.96,Industrials,2622220,US6300771051,NASDAQ
NBHC,NATIONAL BANK HOLDINGS CORPORATION,Equity,0.1176,33.11,1055357,"$34,942,870",34942870.27,Industrials,B888DV3,US6337071046,New York Stock Exchange Inc.
NEWM,NEW MEDIA INVESTMENT GROUP INC,Equity,0.1138,15.89,2128500,"$33,821,865",33821865,Industrials,BH2R795,US64704V1061,New York Stock Exchange Inc.
NFBK,NORTHFIELD BANCORP INC.,Equity,0.113,18.35,1830320,"$33,586,372",33586372,Industrials,B8NB2R6,US66611T1088,NASDAQ
OXM,OXFORD INDUSTRIES INC.,Equity,0.1152,56.46,606488,"$34,242,312",34242312.48,Industrials,2665300,US6914973093,New York Stock Exchange Inc.
PGNX,PROGENICS PHARMACEUTICALS INC.,Equity,0.1001,10.62,2801750,"$29,754,585",29754585,Industrials,2152501,US7431871067,NASDAQ
PKY,PARKWAY INC,Equity,0.126,21.58,1734704,"$37,434,912",37434912.32,Industrials,BDCVWT4,US70156Q1076,New York Stock Exchange Inc.
PLUS,EPLUS INC.,Equity,0.1101,121.8,268739,"$32,732,410",32732410.2,Industrials,2597748,US2942681071,NASDAQ
PMC,PHARMERICA CORP.,Equity,0.1115,26.3,1259754,"$33,131,530",33131530.2,Industrials,B23CN96,US71714F1049,New York Stock Exchange Inc.
QSII,QUALITY SYSTEMS INC.,Equity,0.0981,15.58,1870755,"$29,146,363",29146362.9,Industrials,2715391,US7475821044,NASDAQ
RGR,STURM RUGER INC CO,Equity,0.1288,49.7,770018,"$38,269,895",38269894.6,Industrials,2856289,US8641591081,New York Stock Exchange Inc.
SAFT,SAFETY INSURANCE GROUP INC.,Equity,0.1029,73.15,418198,"$30,591,184",30591183.7,Industrials,2958538,US78648T1007,NASDAQ
SBSI,SOUTHSIDE BANCSHARES INC.,Equity,0.128,35.7,1065773,"$38,048,096",38048096.1,Industrials,2485876,US84470P1093,NASDAQ
SHLM,A. SCHULMAN INC.,Equity,0.1352,33.75,1190282,"$40,172,018",40172017.5,Industrials,2779342,US8081941044,NASDAQ
SMCI,SUPER MICRO COMPUTER INC.,Equity,0.1382,27.05,1517976,"$41,061,251",41061250.8,Industrials,B1VQR35,US86800U1043,NASDAQ
SMP,STANDARD MOTOR PRODUCTS INC.,Equity,0.1333,48.57,815463,"$39,607,038",39607037.91,Industrials,2838306,US8536661056,New York Stock Exchange Inc.
SPSC,SPS COMMERCE INC.,Equity,0.1262,54.58,687023,"$37,497,715",37497715.34,Industrials,B57VWJ3,US78463M1071,NASDAQ
STRA,STRAYER EDUCATION INC.,Equity,0.1128,79.05,424049,"$33,521,073",33521073.45,Industrials,2853417,US8632361056,NASDAQ
TMST,TIMKENSTEEL CORP,Equity,0.1031,19.88,1541801,"$30,651,004",30651003.88,Industrials,BNBPMX1,US8873991033,New York Stock Exchange Inc.
TREE,LENDINGTREE INC,Equity,0.1104,112.95,290494,"$32,811,297",32811297.3,Industrials,BV8TD84,US52603B1070,NASDAQ
TRST,TRUSTCO BANK CORP.,Equity,0.1103,8.5,3855565,"$32,772,303",32772302.5,Industrials,2906429,US8983491056,NASDAQ
TVTY,TIVITY HEALTH INC,Equity,0.1183,26.6,1322129,"$35,168,631",35168631.4,Industrials,BD8Q1B8,US88870R1023,NASDAQ
TYPE,MONOTYPE IMAGING HOLDINGS INC.,Equity,0.1217,21.4,1689756,"$36,160,778",36160778.4,Industrials,B1YWR85,US61022P1003,NASDAQ
UFCS,UNITED FIRE GROUP INC,Equity,0.1061,41.32,763132,"$31,532,614",31532614.24,Industrials,B4WXG84,US9103401082,NASDAQ
USCR,U.S. CONCRETE INC.,Equity,0.1213,62.45,577319,"$36,053,572",36053571.55,Industrials,B4M8043,US90333L2016,NASDAQ
USPH,U.S. PHYSICAL THERAPY INC.,Equity,0.1257,74.1,504350,"$37,372,335",37372335,Industrials,2911166,US90337L1089,New York Stock Exchange Inc.
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Equity,0.1156,26.05,1318480,"$34,346,404",34346404,Industrials,2912374,US91359V1070,New York Stock Exchange Inc.
VASC,VASCULAR SOLUTIONS INC.,Equity,0.1346,56,714114,"$39,990,384",39990384,Industrials,2504061,US92231M1099,NASDAQ
VRTS,VIRTUS INVESTMENT PARTNERS INC.,Equity,0.0981,110.9,262995,"$29,166,146",29166145.5,Industrials,B3KKGQ8,US92828Q1094,NASDAQ
VRTU,VIRTUSA CORP,Equity,0.1075,28.5,1120918,"$31,946,163",31946163,Industrials,B1YWRN0,US92827P1021,NASDAQ
VVI,VIAD CORP.,Equity,0.1306,47.25,821678,"$38,824,286",38824285.5,Industrials,B01KGF5,US92552R4065,New York Stock Exchange Inc.
WGO,WINNEBAGO INDUSTRIES INC.,Equity,0.1215,34.35,1051624,"$36,123,284",36123284.4,Industrials,2972721,US9746371007,New York Stock Exchange Inc.
WING,WINGSTOP INC,Equity,0.1111,28.36,1164764,"$33,032,707",33032707.04,Industrials,BYYXHN4,US9741551033,NASDAQ
WIRE,ENCORE WIRE CORP.,Equity,0.1364,47.85,846877,"$40,523,064",40523064.45,Industrials,2273446,US2925621052,NASDAQ
WWE,WORLD WRESTLING ENTERTAINMENT INC,Equity,0.1158,22.14,1553824,"$34,401,663",34401663.36,Industrials,2503529,US98156Q1085,New York Stock Exchange Inc.
ACET,ACETO CORP.,Equity,0.0655,15.71,1239489,"$19,466,175",19466174.75,Information Technology,2004709,US0044461004,NASDAQ
AFAM,ALMOST FAMILY INC.,Equity,0.0752,48.15,464130,"$22,347,860",22347859.5,Information Technology,2796448,US0204091088,NASDAQ
AMPH,AMPHASTAR PHARMACEUTICALS INC,Equity,0.0898,18.4,1450495,"$26,689,108",26689108,Information Technology,BNFWZS4,US03209R1032,NASDAQ
ANGO,ANGIODYNAMICS INC.,Equity,0.0712,16.53,1280489,"$21,166,483",21166483.17,Information Technology,B00CR04,US03475V1017,NASDAQ
ANIP,ANI PHARMACEUTICALS INC,Equity,0.0703,65.26,320009,"$20,883,787",20883787.34,Information Technology,BCDWBX6,US00182C1036,NASDAQ
AVAV,AEROVIRONMENT INC.,Equity,0.0759,26.97,836011,"$22,547,217",22547216.67,Information Technology,B1P5YY8,US0080731088,NASDAQ
BCOR,BLUCORA INC,Equity,0.083,15.9,1551723,"$24,672,396",24672395.7,Information Technology,B8L2DV2,US0952291005,NASDAQ
BH,BIGLARI HOLDINGS INC.,Equity,0.0624,439.99,42117,"$18,531,059",18531058.83,Information Technology,2843430,US08986R1014,New York Stock Exchange Inc.
BKE,BUCKLE INC.,Equity,0.0802,20.85,1143066,"$23,832,926",23832926.1,Information Technology,2149934,US1184401065,New York Stock Exchange Inc.
BKS,BARNES & NOBLE INC.,Equity,0.0797,10.5,2256472,"$23,692,956",23692956,Information Technology,2081144,US0677741094,New York Stock Exchange Inc.
BRS,BRISTOW GROUP INC.,Equity,0.0741,17.06,1290442,"$22,014,941",22014940.52,Information Technology,2656229,US1103941035,New York Stock Exchange Inc.
CAMP,CALAMP CORP.,Equity,0.0766,15.49,1469796,"$22,767,140",22767140.04,Information Technology,2164700,US1281261099,NASDAQ
CATO,CATO CORP. CL A,Equity,0.0914,26.55,1022735,"$27,153,614",27153614.25,Information Technology,2180438,US1492051065,New York Stock Exchange Inc.
CCRN,CROSS COUNTRY HEALTHCARE INC.,Equity,0.0713,15.6,1358374,"$21,190,634",21190634.4,Information Technology,2809056,US2274831047,NASDAQ
CECO,CAREER EDUCATION CORP.,Equity,0.0832,9.34,2646824,"$24,721,336",24721336.16,Information Technology,2143646,US1416651099,NASDAQ
CHUY,CHUYS HOLDINGS INC,Equity,0.0695,30.15,685372,"$20,663,966",20663965.8,Information Technology,B88WMY1,US1716041017,NASDAQ
CROX,CROCS INC.,Equity,0.0695,6.98,2960261,"$20,662,622",20662621.78,Information Technology,B0T7Z62,US2270461096,NASDAQ
CRY,CRYOLIFE INC.,Equity,0.0639,17.25,1100740,"$18,987,765",18987765,Information Technology,2239017,US2289031005,New York Stock Exchange Inc.
DCOM,DIME COMMUNITY BANCSHARES,Equity,0.0919,21.7,1259135,"$27,323,230",27323229.5,Information Technology,2034148,US2539221083,NASDAQ
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Equity,0.089,24.67,1072142,"$26,449,743",26449743.14,Information Technology,BYND5T7,US25787G1004,New York Stock Exchange Inc.
DPLO,DIPLOMAT PHARMACY INC,Equity,0.0856,14.55,1748532,"$25,441,141",25441140.6,Information Technology,BRB38H9,US25456K1016,New York Stock Exchange Inc.
DXPE,DXP ENTERPRISES INC.,Equity,0.0774,37.1,620130,"$23,006,823",23006823,Information Technology,2276627,US2333774071,NASDAQ
ECHO,ECHO GLOBAL LOGISTICS INC,Equity,0.0885,23.45,1121121,"$26,290,287",26290287.45,Information Technology,B4M7GZ3,US27875T1016,NASDAQ
ECPG,ENCORE CAPITAL GROUP INC.,Equity,0.0885,33.85,777386,"$26,314,516",26314516.1,Information Technology,2443078,US2925541029,NASDAQ
EGL,ENGILITY HOLDINGS INC,Equity,0.0755,31.16,720002,"$22,435,262",22435262.32,Information Technology,BVWVSS1,US29286C1071,New York Stock Exchange Inc.
EGRX,EAGLE PHARMACEUTICALS INC,Equity,0.0779,74.12,312370,"$23,152,864",23152864.4,Information Technology,BJH7VB4,US2697961082,NASDAQ
EXAR,EXAR CORP,Equity,0.0653,11.21,1732437,"$19,420,619",19420618.77,Information Technology,2325206,US3006451088,New York Stock Exchange Inc.
EZPW,EZCORP INC. CL A,Equity,0.0619,9.15,2009509,"$18,387,007",18387007.35,Information Technology,2326287,US3023011063,NASDAQ
FARO,FARO TECHNOLOGIES INC.,Equity,0.0872,38.3,676524,"$25,910,869",25910869.2,Information Technology,2106661,US3116421021,NASDAQ
FRED,FREDS INC.,Equity,0.0774,17.68,1301361,"$23,008,062",23008062.48,Information Technology,2354385,US3561081007,NASDAQ
